name,m_fuse,p_fuse,m_model,p_model,epoch,part,auc,accuracy,precision,recall,aupr
KIBA_ESM2_roberta,True,True,False,True,245,test,0.929177594174669,0.8437473141383756,0.5601160261058739,0.8649496080627099,0.7900312620701396
KIBA_ESM2_chemberta,False,False,True,True,208,test,0.9209473785443998,0.8360979802320584,0.5469223007063572,0.8497200447928331,0.7717946992714236
KIBA_ESM-1B_chemberta,False,False,True,True,228,test,0.9160296113855497,0.8352814782982381,0.54645692443399,0.832474804031355,0.7641075957668738
KIBA_ESM3_roberta,True,True,True,False,187,test,0.9275591925499311,0.8467554791577138,0.5662100456621004,0.8609182530795073,0.7934738514114279
KIBA_ProtBertT5-xl_roberta,True,True,False,True,131,test,0.9291982815320673,0.8477868500214869,0.5686041325999702,0.8566629339305711,0.7888857022305523
KIBA_ESM-1B_roberta,True,True,True,False,151,test,0.9306080290647248,0.8592608508809626,0.5921337875503252,0.8564389697648376,0.7991844235728573
KIBA_ProtBert-BFD_chemberta,True,True,False,True,196,test,0.9231039789815497,0.8414697034808767,0.5566919929865576,0.8533034714445689,0.7759252029300633
KIBA_ESM2_roberta,True,True,True,False,72,test,0.9150021154817833,0.7926514825956167,0.4783027965284474,0.8886898096304591,0.7521108441252138
KIBA_ProtBert-BFD_roberta,True,True,True,True,135,test,0.9264962530217445,0.8477009024495058,0.5689474472226381,0.851063829787234,0.7859025665517765
KIBA_ESM3_roberta,False,True,True,True,105,test,0.9225606649014328,0.8290932531155994,0.5336923501795084,0.8656215005599104,0.765301676389682
KIBA_ProtBertT5-xl_pebchem10m,True,True,False,True,223,test,0.9307008422922475,0.8587021916630855,0.5911978924531226,0.8544232922732363,0.7972217697337887
KIBA_ESM3_chemberta,True,True,False,True,167,test,0.9189429736974603,0.8366566394499355,0.5481159420289855,0.8470324748040313,0.7644118825552989
KIBA_ProtBertT5-xl_chemberta,True,True,False,True,249,test,0.9250580588839367,0.850709067468844,0.5757066462948816,0.8438969764837626,0.7884677510341886
KIBA_ESM-1B_roberta,False,True,True,True,119,test,0.9280399443454108,0.8156424581005587,0.5111536010197578,0.8980963045912654,0.785646551102562
KIBA_ESM-1B_pebchem10m,True,True,False,True,249,test,0.9322133775267054,0.8580146110872368,0.5899302865995353,0.8528555431131019,0.8032669716149259
KIBA_ESM2_roberta,False,True,True,True,107,test,0.9217210761832481,0.8339922647185217,0.5426829268292683,0.857110862262038,0.7729709126893033
KIBA_ESM2_pebchem10m,True,True,True,False,198,test,0.9263121212491139,0.8436613665663945,0.5606571805779669,0.8559910414333707,0.7888498702159422
KIBA_ESM3_pebchem10m,False,True,True,True,247,test,0.9302105685956505,0.8582294800171895,0.5906687402799378,0.850615901455767,0.797475467015565
KIBA_ESM-1B_chemberta,True,True,False,True,184,test,0.925084611827702,0.8430597335625268,0.5600886917960088,0.8486002239641657,0.7824884301900953
KIBA_ESM2_chemberta,True,True,False,True,212,test,0.9200306141923966,0.8320584443489472,0.5394196744515216,0.8535274356103023,0.7703344248216663
KIBA_ProtBertT5-xl_roberta,True,True,True,False,206,test,0.9286800554878515,0.8368715083798882,0.5465812560924662,0.8790593505039194,0.7937847994999992
KIBA_ProtBert-BFD_pebchem10m,True,True,True,True,151,test,0.9282558038786115,0.8515255694026643,0.5763993948562783,0.8533034714445689,0.7962538376021494
KIBA_ProtBert-BFD_chemberta,True,True,True,False,197,test,0.919337099416925,0.8364417705199828,0.5478159918734581,0.845464725643897,0.7706845092005485
KIBA_ESM3_roberta,True,False,True,True,135,test,0.920483651836658,0.8151267726686721,0.5105419738714267,0.883986562150056,0.7650800256785729
KIBA_ESM2_pebchem10m,False,True,True,True,112,test,0.91945202322534,0.8365706918779544,0.5479432213209734,0.8472564389697649,0.7636161572641562
KIBA_ProtBertT5-xl_pebchem10m,True,True,True,False,170,test,0.9287616615747224,0.8415126772668672,0.5553024911032028,0.8736842105263158,0.7941142682346557
KIBA_ESM-1B_roberta,True,False,True,True,156,test,0.9195116973786187,0.8435754189944135,0.5621141394368318,0.8360582306830907,0.7673909994001777
KIBA_ESM2_roberta,True,False,True,True,169,test,0.9248800547137132,0.8129351095831543,0.5071923966092987,0.884434490481523,0.7841031473392618
KIBA_ProtBert-BFD_roberta,True,True,False,False,235,test,0.9275289892463257,0.8334336055006446,0.540592694693315,0.8783874580067189,0.7889779236012254
KIBA_ESM3_pebchem10m,True,False,True,True,164,test,0.9223512843103305,0.8418994413407821,0.5573722627737226,0.8550951847704368,0.7770720043828099
KIBA_ESM3_chemberta,True,True,True,False,209,test,0.9230569054178666,0.8395358831113021,0.5533187454412838,0.8494960806270997,0.7783483256671707
KIBA_ProtBertT5-xl_roberta,False,True,True,True,120,test,0.9265932049117288,0.8425440481306403,0.5585269618588339,0.8559910414333707,0.7834383318256362
KIBA_ESM-1B_chemberta,True,True,True,False,175,test,0.9260113268343431,0.8405672539750753,0.5550050998105784,0.8530795072788354,0.7903941983492673
KIBA_ProtBertT5-xl_chemberta,True,True,True,False,219,test,0.9241219053449188,0.8429737859905457,0.5592922941950578,0.8566629339305711,0.7802834661452951
KIBA_ProtBert-BFD_chemberta,False,True,True,True,119,test,0.916486120742351,0.833777395788569,0.5435067774376913,0.8351623740201568,0.7637250466819959
KIBA_ESM-1B_pebchem10m,True,True,True,False,242,test,0.9319391896498898,0.8627417275461968,0.6004425478109688,0.8508398656215006,0.8044574854902187
KIBA_ESM2_chemberta,True,True,True,False,241,test,0.9243488946049409,0.834808766652342,0.5440738112136266,0.8584546472564389,0.784471515693564
KIBA_ProtBertT5-xl_pebchem10m,False,True,True,True,127,test,0.9259546003615228,0.825827245380318,0.5277777777777778,0.8765957446808511,0.7894332625352414
KIBA_ESM3_roberta,True,True,True,True,181,test,0.9224687580743616,0.8538461538461538,0.5787811809283233,0.8333712207319846,0.7786850651882238
KIBA_ESM3_chemberta,False,True,True,True,91,test,0.9074235337448375,0.8296519123334766,0.5370946246112839,0.8123180291153416,0.7290913718180213
KIBA_ProtBert-BFD_pebchem10m,True,True,False,False,247,test,0.9274800279761674,0.834808766652342,0.5433477593187213,0.8716685330347145,0.7866954137054104
KIBA_ESM2_pebchem10m,True,False,True,True,184,test,0.9253977865003976,0.8371723248818221,0.547929665343165,0.8653975363941769,0.790784862360932
KIBA_ESM3_pebchem10m,True,True,True,True,151,test,0.922728342268162,0.847872797593468,0.5652239939255884,0.8461013866787906,0.7776895773341446
KIBA_ESM-1B_roberta,True,True,True,True,196,test,0.9267125542873862,0.8521701761925226,0.5731056563500534,0.8545123891793589,0.7927944693972899
KIBA_ProtBertT5-xl_roberta,True,False,True,True,159,test,0.929862533879716,0.8501074344649764,0.5727475800446761,0.8613661814109742,0.7996401967765026
KIBA_ProtBert-BFD_roberta,False,False,True,True,208,test,0.930696120048604,0.852599914052428,0.5779484862178039,0.859350503919373,0.7988129328147218
KIBA_ESM2_roberta,True,True,True,True,211,test,0.9233321414392588,0.8480876665234207,0.5655936835712116,0.8467833598545124,0.782564146998093
KIBA_ESM-1B_chemberta,False,True,True,True,186,test,0.9237911160483933,0.8424151267726687,0.5590411364308967,0.8461366181410974,0.777052165842109
KIBA_ESM2_chemberta,False,True,True,True,140,test,0.9181170812723143,0.8363987967339923,0.5483113069016152,0.8362821948488242,0.7644537555282683
KIBA_ProtBert-BFD_chemberta,True,False,True,True,178,test,0.9227522164919445,0.8329179200687581,0.5404458152250106,0.8633818589025756,0.7790308155329477
KIBA_ESM-1B_pebchem10m,False,True,True,True,186,test,0.9290665708323148,0.850236355822948,0.5728732897085068,0.8627099664053751,0.7968599153004082
KIBA_ProtBertT5-xl_chemberta,False,True,True,True,208,test,0.9246528510769307,0.8427159432746025,0.5587162654996353,0.8577827547592385,0.7821180797350819
KIBA_ProtBert-BFD_pebchem10m,False,False,True,True,124,test,0.9247301696285892,0.8031800601633003,0.49294738133202504,0.9001119820828667,0.7841826422515416
KIBA_ESM2_pebchem10m,True,True,True,True,139,test,0.9200299086188711,0.8415126772668672,0.553051783315923,0.8424641964082746,0.7732562612971062
KIBA_ESM3_chemberta,True,False,True,True,190,test,0.9186167220423673,0.8235926085088097,0.5242587601078167,0.8712206047032475,0.7656893146672088
KIBA_ESM3_roberta,True,True,False,False,246,test,0.9270544021806373,0.849204984959175,0.56732223903177,0.8524664696521936,0.7867136265173201
KIBA_ProtBertT5-xl_pebchem10m,True,False,True,True,249,test,0.9325494428735062,0.858659217877095,0.5912760012418503,0.8530795072788354,0.809809954147191
KIBA_ESM3_pebchem10m,True,True,False,False,174,test,0.9207937419453641,0.8467984529437044,0.5631435493640218,0.8454194135030689,0.7708096922031994
KIBA_ESM-1B_roberta,True,True,False,False,221,test,0.929164793126672,0.8447357112161581,0.5573053368328958,0.8688338258695159,0.7945062740061767
KIBA_ESM-1B_chemberta,True,False,True,True,162,test,0.9138159033613383,0.8207993124194242,0.5203420217900979,0.84501679731243,0.7550160449328055
KIBA_ProtBert-BFD_roberta,True,True,False,True,208,test,0.9315271575160046,0.8469703480876665,0.566411989421099,0.8633818589025756,0.7981308933589685
KIBA_ProtBertT5-xl_roberta,True,True,True,True,203,test,0.9257641245440849,0.8557799742157284,0.5822684966082978,0.8390543305296658,0.7900084304382411
KIBA_ESM-1B_pebchem10m,True,False,True,True,143,test,0.9179152574620233,0.8421143102707348,0.5600242828957354,0.826427771556551,0.7661084795582871
KIBA_ESM2_roberta,True,True,False,False,240,test,0.9224274154156247,0.8335625268586162,0.5374217416050086,0.8586042282336894,0.772376805529764
KIBA_ProtBertT5-xl_chemberta,True,False,True,True,169,test,0.9223758899985204,0.8407391491190374,0.5554581323980711,0.8512877939529675,0.7759765854858299
KIBA_ProtBert-BFD_chemberta,True,True,True,True,222,test,0.9206379420395437,0.8351525569402665,0.5407321661119954,0.8495112525573995,0.7768927631856605
KIBA_ProtBertT5-xl_pebchem10m,True,True,True,True,97,test,0.9218242908333654,0.8452943704340352,0.5602655000754262,0.8442827915435326,0.7762004686386121
KIBA_ESM2_chemberta,True,False,True,True,246,test,0.9204879572366003,0.8336055006446068,0.5419912193740264,0.857110862262038,0.7748360798849967
KIBA_ProtBert-BFD_pebchem10m,True,True,False,True,233,test,0.9310431245651053,0.8386764073914912,0.5499508219755515,0.8765957446808511,0.7954615780841309
KIBA_ESM3_chemberta,True,True,True,True,196,test,0.9165901620686432,0.819767941555651,0.513808433248013,0.8670152307342578,0.7637799227059234
KIBA_ESM2_pebchem10m,True,True,False,False,244,test,0.9233045194356213,0.841254834550924,0.5518306131451257,0.8531484428279155,0.7758128717310686
KIBA_ESM-1B_roberta,False,False,True,True,146,test,0.9106691151510978,0.8309411259131929,0.5340360122968819,0.829279381677654,0.7465222380838404
KIBA_ESM3_roberta,False,False,True,True,200,test,0.9195901068125896,0.8199398366996132,0.5140400376192396,0.8697431234371448,0.7679258853956842
KIBA_ESM-1B_pebchem10m,True,True,True,True,151,test,0.9255333067456991,0.8537172324881822,0.5772635502407206,0.8449647647192544,0.7899245005262833
