name,m_fuse,p_fuse,m_model,p_model,auprc
Davis_ESM-1B_chemberta,True,False,True,True,0.801088809967041
Davis_ESM3_roberta,False,True,True,True,0.7866663932800293
Davis_ESM2_chemberta,True,True,False,True,0.8039385676383972
Davis_ESM3_pebchem10m,True,True,True,False,0.7936375141143799
Davis_ESM2_roberta,True,False,True,True,0.7870913147926331
Davis_ESM-1B_chemberta,True,True,True,True,0.8081335425376892
Davis_ESM2_pebchem10m,True,True,True,True,0.8091775178909302
Davis_ESM2_chemberta,True,True,True,False,0.775627613067627
Davis_ESM3_chemberta,True,True,False,False,0.8090407252311707
Davis_ESM3_roberta,True,False,True,True,0.8082805871963501
Davis_ESM3_pebchem10m,False,True,True,True,0.8060519695281982
Davis_ESM-1B_chemberta,True,True,False,False,0.8215673565864563
Davis_ESM2_roberta,True,True,True,True,0.8247199654579163
Davis_ESM2_chemberta,False,True,True,True,0.7869254946708679
Davis_ESM2_pebchem10m,True,True,False,False,0.8149740099906921
Davis_ESM3_chemberta,False,False,True,True,0.7890664935112
Davis_ESM3_roberta,True,True,True,True,0.8217175006866455
Davis_ESM2_roberta,True,True,False,False,0.8041902184486389
Davis_ESM3_pebchem10m,True,False,True,True,0.802691638469696
Davis_ESM-1B_chemberta,False,False,True,True,0.775123119354248
Davis_ESM3_chemberta,True,True,False,True,0.8016975522041321
Davis_ESM2_chemberta,True,False,True,True,0.7849129438400269
Davis_ESM2_pebchem10m,False,False,True,True,0.7932629585266113
Davis_ESM3_roberta,True,True,False,False,0.814585268497467
Davis_ESM3_pebchem10m,True,True,True,True,0.7960869669914246
Davis_ESM2_roberta,False,False,True,True,0.7823777198791504
Davis_ESM-1B_chemberta,True,True,False,True,0.81659996509552
Davis_ESM2_pebchem10m,True,True,False,True,0.8091055154800415
Davis_ESM2_chemberta,True,True,True,True,0.8129655718803406
Davis_ESM3_roberta,False,False,True,True,0.8013089299201965
Davis_ESM3_chemberta,True,True,True,False,0.8090547919273376
Davis_ESM2_roberta,True,True,False,True,0.8132227659225464
Davis_ESM-1B_chemberta,True,True,True,False,0.8240258693695068
Davis_ESM3_pebchem10m,True,True,False,False,0.8279393911361694
Davis_ESM3_roberta,True,True,False,True,0.8120479583740234
Davis_ESM3_chemberta,False,True,True,True,0.7893402576446533
Davis_ESM2_chemberta,True,True,False,False,0.8124925494194031
Davis_ESM2_pebchem10m,True,True,True,False,0.8137189149856567
Davis_ESM-1B_chemberta,False,True,True,True,0.8124620914459229
Davis_ESM3_pebchem10m,False,False,True,True,0.8001253604888916
Davis_ESM2_roberta,True,True,True,False,0.8107594847679138
Davis_ESM3_chemberta,True,False,True,True,0.7993106245994568
Davis_ESM3_roberta,True,True,True,False,0.8250908851623535
Davis_ESM3_pebchem10m,True,True,False,True,0.8182011842727661
Davis_ESM-1B_chemberta,True,False,True,True,0.7737621665000916
Davis_ESM2_chemberta,False,False,True,True,0.7990357875823975
Davis_ESM2_pebchem10m,False,True,True,True,0.8116362690925598
Davis_ESM2_roberta,False,True,True,True,0.8122226595878601
Davis_ESM3_pebchem10m,True,True,True,False,0.8056546449661255
Davis_ESM2_chemberta,True,True,False,True,0.8033207654953003
Davis_ESM3_chemberta,True,True,True,True,0.8026686310768127
Davis_ESM3_roberta,False,True,True,True,0.8291712403297424
Davis_ESM2_roberta,True,False,True,True,0.7989305853843689
Davis_ESM2_pebchem10m,True,False,True,True,0.8056737184524536
Davis_ESM-1B_chemberta,True,True,True,True,0.8318604826927185
Davis_ESM3_pebchem10m,False,True,True,True,0.8061589002609253
Davis_ESM3_roberta,True,False,True,True,0.8140653967857361
Davis_ESM2_chemberta,True,True,True,False,0.8109187483787537
Davis_ESM3_pebchem10m,True,False,True,True,0.7825208306312561
Davis_ESM2_pebchem10m,True,True,True,True,0.7925024628639221
Davis_ESM3_chemberta,True,True,False,False,0.8235456347465515
Davis_ESM2_roberta,True,True,True,True,0.7860634326934814
Davis_ESM-1B_chemberta,True,True,False,False,0.8339179754257202
Davis_ESM2_chemberta,False,True,True,True,0.8020359873771667
Davis_ESM3_pebchem10m,True,True,True,True,0.7946821451187134
Davis_ESM-1B_chemberta,False,False,True,True,0.7429136037826538
Davis_ESM2_roberta,True,True,False,False,0.8002273440361023
Davis_ESM3_chemberta,False,False,True,True,0.7995243072509766
Davis_ESM2_pebchem10m,True,True,False,False,0.7917787432670593
Davis_ESM3_roberta,True,True,True,True,0.8206356763839722
Davis_ESM2_chemberta,True,False,True,True,0.7738239765167236
Davis_ESM3_pebchem10m,True,True,False,False,0.8038144111633301
Davis_ESM-1B_chemberta,True,True,False,True,0.8161999583244324
Davis_ESM3_chemberta,True,True,False,True,0.8231073021888733
Davis_ESM2_chemberta,True,True,True,True,0.7876527309417725
Davis_ESM2_roberta,False,False,True,True,0.7809407114982605
Davis_ESM2_pebchem10m,False,False,True,True,0.7823750972747803
Davis_ESM3_roberta,True,True,False,False,0.8021178245544434
Davis_ESM3_pebchem10m,False,False,True,True,0.7830824255943298
Davis_ESM2_chemberta,True,True,False,False,0.7810885906219482
Davis_ESM-1B_chemberta,True,True,True,False,0.8140823245048523
Davis_ESM2_roberta,True,True,False,True,0.7897923588752747
Davis_ESM3_roberta,False,False,True,True,0.7951502799987793
Davis_ESM3_chemberta,True,True,True,False,0.815527081489563
Davis_ESM2_pebchem10m,True,True,False,True,0.8024309277534485
Davis_ESM3_pebchem10m,True,True,False,True,0.8150916695594788
Davis_ESM-1B_chemberta,False,True,True,True,0.8159319162368774
Davis_ESM2_chemberta,False,False,True,True,0.7789689898490906
Davis_ESM2_pebchem10m,True,True,True,False,0.782776951789856
Davis_ESM2_roberta,True,True,True,False,0.7904290556907654
Davis_ESM3_roberta,True,True,False,True,0.8138437271118164
Davis_ESM3_chemberta,False,True,True,True,0.8068493008613586
Davis_ESM3_pebchem10m,True,True,True,False,0.7914752960205078
Davis_ESM2_chemberta,True,True,False,True,0.7915825843811035
Davis_ESM3_chemberta,True,False,True,True,0.7811976671218872
Davis_ESM2_roberta,False,True,True,True,0.7953090071678162
Davis_ESM-1B_chemberta,True,False,True,True,0.7845293879508972
Davis_ESM2_pebchem10m,False,True,True,True,0.7922815084457397
Davis_ESM3_roberta,True,True,True,False,0.7927373051643372
Davis_ESM3_pebchem10m,False,True,True,True,0.7914925813674927
Davis_ESM3_chemberta,True,True,True,True,0.7754284143447876
Davis_ESM2_chemberta,True,True,True,False,0.7873396277427673
Davis_ESM-1B_chemberta,True,True,True,True,0.8206143379211426
Davis_ESM3_roberta,False,True,True,True,0.7938075661659241
Davis_ESM2_roberta,True,False,True,True,0.7865450382232666
Davis_ESM2_pebchem10m,True,False,True,True,0.7812126278877258
Davis_ESM2_chemberta,False,True,True,True,0.7886037230491638
Davis_ESM3_pebchem10m,True,False,True,True,0.8090307712554932
Davis_ESM3_roberta,True,False,True,True,0.809556782245636
Davis_ESM2_pebchem10m,True,True,True,True,0.783562421798706
Davis_ESM2_roberta,True,True,True,True,0.7924144268035889
Davis_ESM3_chemberta,True,True,False,False,0.8093469738960266
Davis_ESM-1B_chemberta,True,True,False,False,0.8415976762771606
Davis_ESM3_pebchem10m,True,True,True,True,0.7928099036216736
Davis_ESM2_chemberta,True,False,True,True,0.7836710810661316
Davis_ESM3_roberta,True,True,True,True,0.7892712950706482
Davis_ESM2_roberta,True,True,False,False,0.7800998091697693
Davis_ESM3_chemberta,False,False,True,True,0.7976422905921936
Davis_ESM-1B_chemberta,False,False,True,True,0.7711984515190125
Davis_ESM2_pebchem10m,True,True,False,False,0.7956517338752747
Davis_ESM2_chemberta,True,True,True,True,0.7738946080207825
Davis_ESM3_roberta,True,True,False,False,0.7974334955215454
Davis_ESM3_pebchem10m,True,True,False,False,0.798962414264679
Davis_ESM2_roberta,False,False,True,True,0.7778713703155518
Davis_ESM2_chemberta,True,True,False,False,0.7816020250320435
Davis_ESM3_chemberta,True,True,False,True,0.8039339184761047
Davis_ESM2_pebchem10m,False,False,True,True,0.782337486743927
Davis_ESM-1B_chemberta,True,True,False,True,0.8412590622901917
Davis_ESM3_roberta,False,False,True,True,0.7947731614112854
Davis_ESM2_roberta,True,True,False,True,0.7821389436721802
Davis_ESM3_pebchem10m,False,False,True,True,0.7927064895629883
Davis_ESM3_chemberta,True,True,True,False,0.767169713973999
Davis_ESM2_chemberta,False,False,True,True,0.7734915018081665
Davis_ESM2_pebchem10m,True,True,False,True,0.7878361344337463
Davis_ESM3_roberta,True,True,False,True,0.8072127103805542
Davis_ESM-1B_chemberta,True,True,True,False,0.8344919085502625
Davis_ESM2_roberta,True,True,True,False,0.7810878753662109
Davis_ESM3_pebchem10m,True,True,False,True,0.8025181293487549
Davis_ESM3_chemberta,False,True,True,True,0.778772234916687
Davis_ESM2_pebchem10m,True,True,True,False,0.7883544564247131
Davis_ESM3_roberta,True,True,True,False,0.788070559501648
Davis_ESM2_chemberta,True,True,False,True,0.7991878390312195
Davis_ESM3_chemberta,True,False,True,True,0.7646547555923462
Davis_ESM2_roberta,False,True,True,True,0.7813612222671509
Davis_ESM-1B_chemberta,False,True,True,True,0.8214529156684875
Davis_ESM3_pebchem10m,True,True,True,False,0.7978017926216125
Davis_ESM3_chemberta,True,True,True,True,0.7856906652450562
Davis_ESM3_pebchem10m,False,True,True,True,0.762271523475647
Davis_ESM3_roberta,False,True,True,True,0.7888004183769226
Davis_ESM2_pebchem10m,False,True,True,True,0.78903728723526
Davis_ESM2_chemberta,True,True,True,False,0.7956234216690063
Davis_ESM2_roberta,True,False,True,True,0.7805965542793274
Davis_ESM-1B_chemberta,True,False,True,True,0.7766906023025513
Davis_ESM3_roberta,True,False,True,True,0.769496738910675
Davis_ESM3_pebchem10m,True,False,True,True,0.7899518609046936
Davis_ESM3_chemberta,True,True,False,False,0.7940945029258728
Davis_ESM2_chemberta,False,True,True,True,0.7732498645782471
Davis_ESM3_roberta,True,True,True,True,0.7947611808776855
Davis_ESM2_pebchem10m,True,False,True,True,0.7903271913528442
Davis_ESM-1B_chemberta,True,True,True,True,0.8448373675346375
Davis_ESM3_pebchem10m,True,True,True,True,0.7971078753471375
Davis_ESM3_chemberta,False,False,True,True,0.7660565376281738
Davis_ESM2_roberta,True,True,True,True,0.795352578163147
Davis_ESM2_pebchem10m,True,True,True,True,0.7930988669395447
Davis_ESM3_roberta,True,True,False,False,0.8121206760406494
Davis_ESM2_chemberta,True,False,True,True,0.780562162399292
Davis_ESM3_chemberta,True,True,False,True,0.7951962351799011
Davis_ESM-1B_chemberta,True,True,False,False,0.848672091960907
Davis_ESM3_pebchem10m,True,True,False,False,0.8165403604507446
Davis_ESM2_roberta,True,True,False,False,0.7990369200706482
Davis_ESM3_roberta,False,False,True,True,0.8031878471374512
Davis_ESM2_chemberta,True,True,True,True,0.7980315089225769
Davis_ESM-1B_chemberta,False,False,True,True,0.7848787307739258
Davis_ESM2_pebchem10m,True,True,False,False,0.797609269618988
Davis_ESM3_chemberta,True,True,True,False,0.7928555607795715
Davis_ESM2_roberta,False,False,True,True,0.7754364013671875
Davis_ESM3_roberta,True,True,False,True,0.7911509871482849
Davis_ESM3_pebchem10m,False,False,True,True,0.8070348501205444
Davis_ESM2_chemberta,True,True,False,False,0.8009735345840454
Davis_ESM3_chemberta,False,True,True,True,0.7879114747047424
Davis_ESM-1B_chemberta,True,True,False,True,0.8415274620056152
Davis_ESM2_pebchem10m,False,False,True,True,0.785067617893219
Davis_ESM2_roberta,True,True,False,True,0.8046786189079285
Davis_ESM3_chemberta,True,False,True,True,0.7891363501548767
Davis_ESM3_roberta,True,True,True,False,0.8104087114334106
Davis_ESM2_chemberta,False,False,True,True,0.7652943730354309
Davis_ESM-1B_chemberta,True,True,True,False,0.8390088081359863
Davis_ESM3_pebchem10m,True,True,False,True,0.8357963562011719
Davis_ESM2_pebchem10m,True,True,False,True,0.8044068813323975
Davis_ESM3_roberta,False,True,True,True,0.8047016263008118
Davis_ESM3_pebchem10m,True,True,True,False,0.7942284345626831
Davis_ESM2_roberta,True,True,True,False,0.7895038723945618
Davis_ESM2_chemberta,True,True,False,True,0.802727997303009
Davis_ESM3_chemberta,True,True,True,True,0.8175783753395081
Davis_ESM3_roberta,True,False,True,True,0.7707453370094299
Davis_ESM-1B_chemberta,False,True,True,True,0.8441904187202454
Davis_ESM2_pebchem10m,True,True,True,False,0.7864669561386108
Davis_ESM2_roberta,False,True,True,True,0.788861095905304
Davis_ESM3_pebchem10m,False,True,True,True,0.8047752976417542
Davis_ESM3_roberta,True,True,True,True,0.8135210871696472
Davis_ESM2_chemberta,True,True,True,False,0.79608553647995
Davis_ESM3_chemberta,True,True,False,False,0.8140428066253662
Davis_ESM-1B_chemberta,True,False,True,True,0.7921019792556763
Davis_ESM3_pebchem10m,True,False,True,True,0.7734922170639038
Davis_ESM2_pebchem10m,False,True,True,True,0.7896724939346313
Davis_ESM2_roberta,True,False,True,True,0.7868663668632507
Davis_ESM3_pebchem10m,True,True,True,True,0.8266347646713257
Davis_ESM2_chemberta,False,True,True,True,0.7999176383018494
Davis_ESM3_roberta,True,True,False,False,0.823379635810852
Davis_ESM3_chemberta,False,False,True,True,0.8125895857810974
Davis_ESM2_pebchem10m,True,False,True,True,0.7804645299911499
Davis_ESM2_roberta,True,True,True,True,0.8239411115646362
Davis_ESM3_roberta,False,False,True,True,0.8174685835838318
Davis_ESM2_chemberta,True,False,True,True,0.788680374622345
Davis_ESM2_pebchem10m,True,True,True,True,0.8112677931785583
Davis_ESM3_pebchem10m,True,True,False,False,0.826252818107605
Davis_ESM3_chemberta,True,True,False,True,0.8245069980621338
Davis_ESM2_chemberta,True,True,True,True,0.8010157942771912
Davis_ESM3_pebchem10m,False,False,True,True,0.802586019039154
Davis_ESM2_pebchem10m,True,True,False,False,0.8074787259101868
Davis_ESM3_roberta,True,True,False,True,0.83262699842453
Davis_ESM2_roberta,True,True,False,False,0.8194099068641663
Davis_ESM3_pebchem10m,True,True,False,True,0.8133584856987
Davis_ESM3_chemberta,True,True,True,False,0.8162755370140076
Davis_ESM2_chemberta,True,True,False,False,0.8112437725067139
Davis_ESM3_roberta,True,True,True,False,0.815322756767273
Davis_ESM2_roberta,False,False,True,True,0.8044199347496033
Davis_ESM2_pebchem10m,False,False,True,True,0.8041465878486633
Davis_ESM3_pebchem10m,True,True,True,False,0.8168044686317444
Davis_ESM3_chemberta,False,True,True,True,0.804443359375
Davis_ESM2_chemberta,False,False,True,True,0.8045482635498047
Davis_ESM2_roberta,True,True,False,True,0.8145225048065186
Davis_ESM2_pebchem10m,True,True,False,True,0.8156720995903015
Davis_ESM3_roberta,False,True,True,True,0.835037887096405
Davis_ESM3_pebchem10m,False,True,True,True,0.822203516960144
Davis_ESM3_chemberta,True,False,True,True,0.8110376596450806
Davis_ESM2_roberta,True,True,True,False,0.807888925075531
Davis_ESM2_chemberta,True,True,False,True,0.8205929398536682
Davis_ESM3_roberta,True,False,True,True,0.8213973641395569
Davis_ESM2_pebchem10m,True,True,True,False,0.8166653513908386
Davis_ESM3_pebchem10m,True,False,True,True,0.8268828988075256
Davis_ESM3_chemberta,True,True,True,True,0.8282755017280579
Davis_ESM2_chemberta,True,True,True,False,0.8016390800476074
Davis_ESM2_roberta,False,True,True,True,0.8211587071418762
Davis_ESM2_pebchem10m,False,True,True,True,0.8127975463867188
Davis_ESM3_chemberta,True,True,False,False,0.8138652443885803
Davis_ESM2_chemberta,False,True,True,True,0.8058835864067078
Davis_ESM2_roberta,True,False,True,True,0.8138689398765564
Davis_ESM2_pebchem10m,True,False,True,True,0.8101344704627991
Davis_ESM3_chemberta,False,False,True,True,0.8113586902618408
Davis_ESM2_chemberta,True,False,True,True,0.8039212822914124
Davis_ESM3_chemberta,True,True,False,True,0.8339245319366455
Davis_ESM3_chemberta,True,True,True,False,0.8152801990509033
Davis_ESM3_chemberta,False,True,True,True,0.8006100058555603
Davis_ESM3_chemberta,True,False,True,True,0.8214027285575867
